Car_ID,Sale_Price_Lakh,Sale_Date,Buyer_Name
C22392,23.5,2023-12-31,Buyer_21392
C22393,20.03,2022-02-21,Buyer_21393
C22394,24.61,2023-05-22,Buyer_21394
C22395,26.55,2023-01-25,Buyer_21395
C22396,8.99,2023-03-07,Buyer_21396
C22397,29.11,2023-10-05,Buyer_21397
C22398,7.78,2023-12-28,Buyer_21398
C22399,28.26,2023-05-28,Buyer_21399
C22400,29.6,2023-09-05,Buyer_21400
C22401,33.95,2022-09-30,Buyer_21401
C22402,33.44,2023-01-29,Buyer_21402
C22403,10.72,2022-01-04,Buyer_21403
C22404,4.79,2022-08-21,Buyer_21404
C22405,9.16,2023-10-26,Buyer_21405
C22406,29.42,2022-03-30,Buyer_21406
C22407,25.24,2023-05-08,Buyer_21407
C22408,11.7,2022-05-07,Buyer_21408
C22409,8.07,2022-01-11,Buyer_21409
C22410,27.49,2022-02-11,Buyer_21410
C22411,36.26,2022-06-18,Buyer_21411
C22412,17.09,2022-09-03,Buyer_21412
C22413,13.8,2023-07-06,Buyer_21413
C22414,45.22,2022-09-19,Buyer_21414
C22415,24.91,2022-04-24,Buyer_21415
C22416,14.28,2022-04-10,Buyer_21416
C22417,25.67,2023-05-19,Buyer_21417
C22418,22.54,2022-09-09,Buyer_21418
C22419,3.39,2022-11-10,Buyer_21419
C22420,29.07,2022-10-04,Buyer_21420
C22421,26.49,2023-12-13,Buyer_21421
C22422,20.44,2023-12-14,Buyer_21422
C22423,7.3,2022-09-04,Buyer_21423
C22424,43.42,2022-07-13,Buyer_21424
C22425,39.9,2023-11-06,Buyer_21425
C22426,19.3,2022-01-09,Buyer_21426
C22427,15.2,2023-10-19,Buyer_21427
C22428,15.29,2023-12-29,Buyer_21428
C22429,45.05,2023-09-10,Buyer_21429
C22430,38.84,2023-06-03,Buyer_21430
C22431,6.66,2022-08-19,Buyer_21431
C22432,42.48,2023-09-03,Buyer_21432
C22433,18.31,2023-01-17,Buyer_21433
C22434,24.34,2022-06-04,Buyer_21434
C22435,22.84,2023-10-13,Buyer_21435
C22436,13.98,2022-05-28,Buyer_21436
C22437,30.2,2022-07-26,Buyer_21437
C22438,14.11,2023-06-02,Buyer_21438
C22439,47.55,2022-12-12,Buyer_21439
C22440,19.88,2022-03-12,Buyer_21440
C22441,46.69,2022-04-14,Buyer_21441
C22442,20.12,2023-06-09,Buyer_21442
C22443,9.78,2022-04-30,Buyer_21443
C22444,28.94,2023-07-01,Buyer_21444
C22445,23.4,2022-01-18,Buyer_21445
C22446,9.44,2023-05-26,Buyer_21446
C22447,5.35,2022-08-22,Buyer_21447
C22448,27.83,2023-02-12,Buyer_21448
C22449,14.76,2023-10-03,Buyer_21449
C22450,3.33,2022-02-24,Buyer_21450
C22451,37.26,2023-05-11,Buyer_21451
C22452,38.17,2023-01-21,Buyer_21452
C22453,40.9,2023-06-24,Buyer_21453
C22454,41.8,2023-09-06,Buyer_21454
C22455,17.42,2023-11-25,Buyer_21455
C22456,19,2022-03-18,Buyer_21456
C22457,46.57,2023-05-26,Buyer_21457
C22458,35.55,2022-03-19,Buyer_21458
C22459,7.34,2022-09-18,Buyer_21459
C22460,17.42,2023-05-18,Buyer_21460
C22461,5.24,2022-06-07,Buyer_21461
C22462,44.59,2023-11-30,Buyer_21462
C22463,2.32,2022-12-28,Buyer_21463
C22464,4.28,2023-05-24,Buyer_21464
C22465,39.85,2023-03-21,Buyer_21465
C22466,48.4,2022-09-12,Buyer_21466
C22467,30.95,2023-12-15,Buyer_21467
C22468,46.51,2023-03-01,Buyer_21468
C22469,19.29,2023-11-15,Buyer_21469
C22470,21.55,2023-02-19,Buyer_21470
C22471,12.32,2022-02-12,Buyer_21471
C22472,16.57,2023-04-18,Buyer_21472
C22473,30.81,2022-06-21,Buyer_21473
C22474,25.72,2023-04-14,Buyer_21474
C22475,30.8,2023-08-22,Buyer_21475
C22476,12.45,2022-04-08,Buyer_21476
C22477,19.83,2023-09-13,Buyer_21477
C22478,10.03,2023-11-04,Buyer_21478
C22479,36.16,2023-11-19,Buyer_21479
C22480,48.49,2023-09-12,Buyer_21480
C22481,41.82,2022-03-15,Buyer_21481
C22482,17.4,2022-10-26,Buyer_21482
C22483,4.25,2022-10-06,Buyer_21483
C22484,12.99,2023-03-08,Buyer_21484
C22485,36.56,2022-01-27,Buyer_21485
C22486,30.23,2022-12-29,Buyer_21486
C22487,30.34,2023-02-27,Buyer_21487
C22488,23.33,2022-03-12,Buyer_21488
C22489,28.75,2023-01-27,Buyer_21489
C22490,6.87,2023-10-10,Buyer_21490
C22491,17.05,2022-12-04,Buyer_21491
C22492,12.64,2023-05-27,Buyer_21492
C22493,48.14,2022-10-28,Buyer_21493
C22494,33.01,2022-06-10,Buyer_21494
C22495,34.63,2023-01-26,Buyer_21495
C22496,28.95,2023-08-16,Buyer_21496
C22497,40.48,2023-06-28,Buyer_21497
C22498,14.38,2023-11-16,Buyer_21498
C22499,39.11,2022-02-18,Buyer_21499
C22500,37.19,2022-02-09,Buyer_21500
C22501,11.98,2022-12-21,Buyer_21501
C22502,17.72,2023-06-29,Buyer_21502
C22503,47.12,2023-12-11,Buyer_21503
C22504,38.05,2022-05-09,Buyer_21504
C22505,30.48,2022-04-09,Buyer_21505
C22506,6.36,2023-01-09,Buyer_21506
C22507,10.2,2022-09-20,Buyer_21507
C22508,22.31,2022-04-15,Buyer_21508
C22509,29.3,2023-08-13,Buyer_21509
C22510,10.6,2023-07-17,Buyer_21510
C22511,24.43,2023-08-04,Buyer_21511
C22512,25.23,2023-09-02,Buyer_21512
C22513,26.18,2023-12-18,Buyer_21513
C22514,6.28,2022-11-10,Buyer_21514
C22515,33.71,2022-03-06,Buyer_21515
C22516,24.58,2022-12-13,Buyer_21516
C22517,43.99,2023-01-30,Buyer_21517
C22518,21.7,2023-11-17,Buyer_21518
C22519,17.24,2022-03-28,Buyer_21519
C22520,44.07,2022-01-17,Buyer_21520
C22521,30.79,2023-08-23,Buyer_21521
C22522,36.09,2022-10-24,Buyer_21522
C22523,36.49,2022-05-16,Buyer_21523
C22524,31.68,2023-11-28,Buyer_21524
C22525,12.17,2023-09-28,Buyer_21525
C22526,21.05,2022-12-02,Buyer_21526
C22527,26.25,2022-08-06,Buyer_21527
C22528,44.05,2022-02-27,Buyer_21528
C22529,14.99,2023-11-16,Buyer_21529
C22530,6.1,2022-02-05,Buyer_21530
C22531,14.1,2022-01-10,Buyer_21531
C22532,14.26,2022-12-08,Buyer_21532
C22533,3.41,2022-02-09,Buyer_21533
C22534,18.11,2023-08-15,Buyer_21534
C22535,17.21,2023-02-04,Buyer_21535
C22536,27.14,2023-11-16,Buyer_21536
C22537,27.3,2023-04-30,Buyer_21537
C22538,24.06,2023-07-01,Buyer_21538
C22539,37.38,2022-12-07,Buyer_21539
C22540,29.8,2022-04-06,Buyer_21540
C22541,36.47,2023-05-22,Buyer_21541
C22542,8.59,2022-03-31,Buyer_21542
C22543,18.19,2022-08-07,Buyer_21543
C22544,18.42,2023-07-04,Buyer_21544
C22545,5.7,2022-12-14,Buyer_21545
C22546,42.71,2023-06-20,Buyer_21546
C22547,33.48,2022-12-25,Buyer_21547
C22548,44.14,2023-09-29,Buyer_21548
C22549,49.58,2022-10-29,Buyer_21549
C22550,35.19,2022-02-05,Buyer_21550
C22551,9,2022-12-20,Buyer_21551
C22552,37.55,2022-01-01,Buyer_21552
C22553,46.08,2023-08-24,Buyer_21553
C22554,13.04,2022-09-01,Buyer_21554
C22555,8.18,2023-12-12,Buyer_21555
C22556,49.71,2022-06-06,Buyer_21556
C22557,24.07,2023-10-08,Buyer_21557
C22558,8.57,2022-07-23,Buyer_21558
C22559,27.53,2022-04-13,Buyer_21559
C22560,47.59,2022-01-06,Buyer_21560
C22561,6.36,2023-08-20,Buyer_21561
C22562,23.57,2023-05-09,Buyer_21562
C22563,29.33,2023-05-24,Buyer_21563
C22564,39.65,2022-08-30,Buyer_21564
C22565,20.93,2022-01-20,Buyer_21565
C22566,13.03,2023-05-05,Buyer_21566
C22567,47.92,2022-11-18,Buyer_21567
C22568,14.6,2022-09-01,Buyer_21568
C22569,45.9,2023-05-30,Buyer_21569
C22570,23.28,2022-02-07,Buyer_21570
C22571,2.59,2022-12-16,Buyer_21571
C22572,19.33,2023-02-18,Buyer_21572
C22573,18.66,2022-10-16,Buyer_21573
C22574,2.19,2022-08-05,Buyer_21574
C22575,34.26,2023-03-26,Buyer_21575
C22576,9.82,2023-02-09,Buyer_21576
C22577,41.79,2023-09-08,Buyer_21577
C22578,5.17,2023-03-09,Buyer_21578
C22579,31.26,2022-10-20,Buyer_21579
C22580,49.23,2023-10-03,Buyer_21580
C22581,39.62,2023-12-07,Buyer_21581
C22582,30.6,2023-09-22,Buyer_21582
C22583,7.54,2023-08-25,Buyer_21583
C22584,49.2,2023-05-20,Buyer_21584
C22585,10.12,2023-07-14,Buyer_21585
C22586,20.16,2023-11-10,Buyer_21586
C22587,10.27,2023-10-01,Buyer_21587
C22588,25.62,2023-01-13,Buyer_21588
C22589,34.16,2022-05-27,Buyer_21589
C22590,35.07,2022-11-06,Buyer_21590
C22591,5.24,2023-08-07,Buyer_21591
C22592,38.76,2023-05-25,Buyer_21592
C22593,6.77,2023-12-18,Buyer_21593
C22594,18.79,2022-11-04,Buyer_21594
C22595,41.26,2022-06-11,Buyer_21595
C22596,34.74,2022-01-09,Buyer_21596
C22597,34.13,2022-08-02,Buyer_21597
C22598,31.56,2023-10-01,Buyer_21598
C22599,45.78,2023-07-14,Buyer_21599
C22600,34.31,2023-07-19,Buyer_21600
C22601,42.94,2022-06-05,Buyer_21601
C22602,40.85,2023-11-27,Buyer_21602
C22603,34.7,2022-11-15,Buyer_21603
C22604,47.79,2023-03-03,Buyer_21604
C22605,17.23,2023-06-29,Buyer_21605
C22606,22.03,2022-01-05,Buyer_21606
C22607,3.25,2023-04-03,Buyer_21607
C22608,31,2022-03-13,Buyer_21608
C22609,46.65,2022-06-16,Buyer_21609
C22610,22.66,2022-10-29,Buyer_21610
C22611,9.45,2022-04-30,Buyer_21611
C22612,20.77,2022-04-25,Buyer_21612
C22613,28.09,2022-05-30,Buyer_21613
C22614,40.73,2023-06-12,Buyer_21614
C22615,11.05,2022-02-01,Buyer_21615
C22616,45.71,2023-10-06,Buyer_21616
C22617,28.7,2023-12-12,Buyer_21617
C22618,39.25,2022-06-29,Buyer_21618
C22619,18.77,2022-02-25,Buyer_21619
C22620,8.4,2022-03-20,Buyer_21620
C22621,12.3,2022-01-01,Buyer_21621
C22622,4.73,2023-10-14,Buyer_21622
C22623,44.39,2022-09-16,Buyer_21623
C22624,32.74,2023-05-10,Buyer_21624
C22625,23.27,2023-08-12,Buyer_21625
C22626,46.87,2023-03-24,Buyer_21626
C22627,39.75,2022-10-05,Buyer_21627
C22628,40.19,2023-11-17,Buyer_21628
C22629,26.47,2023-02-15,Buyer_21629
C22630,42.45,2023-07-09,Buyer_21630
C22631,42.71,2023-07-06,Buyer_21631
C22632,30.86,2023-01-05,Buyer_21632
C22633,33.94,2022-01-17,Buyer_21633
C22634,10.79,2022-07-22,Buyer_21634
C22635,46.46,2022-05-22,Buyer_21635
C22636,14.11,2023-11-26,Buyer_21636
C22637,28.6,2023-02-08,Buyer_21637
C22638,40.28,2022-05-30,Buyer_21638
C22639,4.45,2023-10-16,Buyer_21639
C22640,18.57,2022-05-21,Buyer_21640
C22641,3.94,2022-09-06,Buyer_21641
C22642,15.88,2023-01-05,Buyer_21642
C22643,10.42,2023-08-29,Buyer_21643
C22644,30.69,2022-04-02,Buyer_21644
C22645,46.25,2022-03-05,Buyer_21645
C22646,12.98,2022-12-01,Buyer_21646
C22647,37.76,2022-12-02,Buyer_21647
C22648,8.25,2022-08-02,Buyer_21648
C22649,9.86,2022-03-11,Buyer_21649
C22650,16.72,2022-12-14,Buyer_21650
C22651,5.99,2022-10-09,Buyer_21651
C22652,28.24,2022-10-21,Buyer_21652
C22653,21.6,2022-12-26,Buyer_21653
C22654,44.76,2022-03-03,Buyer_21654
C22655,33.19,2022-09-15,Buyer_21655
C22656,2.17,2023-08-02,Buyer_21656
C22657,3.89,2023-04-10,Buyer_21657
C22658,33.84,2022-10-21,Buyer_21658
C22659,45.06,2023-10-10,Buyer_21659
C22660,15,2022-05-13,Buyer_21660
C22661,41.22,2023-05-03,Buyer_21661
C22662,3.84,2022-08-06,Buyer_21662
C22663,11.05,2022-11-12,Buyer_21663
C22664,47.56,2022-02-11,Buyer_21664
C22665,11.82,2023-02-28,Buyer_21665
C22666,35.64,2022-09-27,Buyer_21666
C22667,33.9,2023-10-28,Buyer_21667
C22668,41.31,2022-02-08,Buyer_21668
C22669,3.86,2023-07-14,Buyer_21669
C22670,18.19,2023-09-02,Buyer_21670
C22671,47.68,2023-04-11,Buyer_21671
C22672,49.91,2023-05-22,Buyer_21672
C22673,11.09,2022-08-16,Buyer_21673
C22674,13.02,2022-08-15,Buyer_21674
C22675,4.81,2022-08-12,Buyer_21675
C22676,25.99,2022-02-17,Buyer_21676
C22677,47.88,2022-05-01,Buyer_21677
C22678,28.17,2023-03-17,Buyer_21678
C22679,45.43,2022-09-06,Buyer_21679
C22680,40.01,2023-07-02,Buyer_21680
C22681,39.01,2022-06-02,Buyer_21681
C22682,44.4,2023-05-18,Buyer_21682
C22683,11.53,2023-02-28,Buyer_21683
C22684,46.04,2023-02-09,Buyer_21684
C22685,5.47,2022-11-22,Buyer_21685
C22686,26.79,2023-06-24,Buyer_21686
C22687,34.28,2023-12-23,Buyer_21687
C22688,14.54,2022-02-19,Buyer_21688
C22689,17.92,2023-02-21,Buyer_21689
C22690,17.19,2022-11-27,Buyer_21690
C22691,8.15,2022-03-24,Buyer_21691
C22692,8.31,2023-01-05,Buyer_21692
C22693,20.95,2023-02-12,Buyer_21693
C22694,34.24,2023-06-16,Buyer_21694
C22695,41.71,2023-01-24,Buyer_21695
C22696,40.27,2023-07-06,Buyer_21696
C22697,8.72,2022-07-26,Buyer_21697
C22698,38.58,2023-11-02,Buyer_21698
C22699,20.22,2022-12-02,Buyer_21699
C22700,32.44,2023-12-09,Buyer_21700
C22701,11.51,2022-09-04,Buyer_21701
C22702,27.54,2023-06-14,Buyer_21702
C22703,5.04,2022-12-18,Buyer_21703
C22704,18.32,2023-11-23,Buyer_21704
C22705,6.34,2023-09-22,Buyer_21705
C22706,20.98,2022-06-12,Buyer_21706
C22707,4.33,2022-09-03,Buyer_21707
C22708,29.94,2022-02-03,Buyer_21708
C22709,13.33,2023-08-22,Buyer_21709
C22710,40.37,2023-12-28,Buyer_21710
C22711,46.75,2023-06-11,Buyer_21711
C22712,25.92,2023-05-15,Buyer_21712
C22713,19.61,2023-08-07,Buyer_21713
C22714,18.43,2023-11-07,Buyer_21714
C22715,32.56,2022-01-27,Buyer_21715
C22716,9.71,2023-08-12,Buyer_21716
C22717,44.86,2023-04-24,Buyer_21717
C22718,28.09,2023-04-09,Buyer_21718
C22719,44.66,2022-02-27,Buyer_21719
C22720,4.22,2022-09-11,Buyer_21720
C22721,34.29,2022-01-22,Buyer_21721
C22722,22.05,2023-03-17,Buyer_21722
C22723,44.73,2022-07-20,Buyer_21723
C22724,16.28,2023-12-25,Buyer_21724
C22725,35.88,2022-03-23,Buyer_21725
C22726,16.98,2022-07-04,Buyer_21726
C22727,43.1,2022-05-01,Buyer_21727
C22728,27.5,2023-06-07,Buyer_21728
C22729,45.42,2023-03-25,Buyer_21729
C22730,30.7,2022-07-13,Buyer_21730
C22731,30.05,2022-09-03,Buyer_21731
C22732,35.5,2023-04-02,Buyer_21732
C22733,36.73,2022-07-19,Buyer_21733
C22734,48.91,2023-10-15,Buyer_21734
C22735,42.71,2023-12-19,Buyer_21735
C22736,22.87,2023-09-28,Buyer_21736
C22737,16.41,2022-03-08,Buyer_21737
C22738,25.83,2022-04-30,Buyer_21738
C22739,32,2023-08-23,Buyer_21739
C22740,4.56,2022-11-21,Buyer_21740
C22741,24.95,2023-08-24,Buyer_21741
C22742,12.2,2022-09-27,Buyer_21742
C22743,18.82,2023-03-22,Buyer_21743
C22744,17.26,2023-11-10,Buyer_21744
C22745,3.32,2022-04-01,Buyer_21745
C22746,30.21,2023-11-28,Buyer_21746
C22747,47.65,2023-03-07,Buyer_21747
C22748,19.13,2023-04-27,Buyer_21748
C22749,18.36,2022-03-30,Buyer_21749
C22750,13.12,2022-09-15,Buyer_21750
C22751,35.4,2022-05-06,Buyer_21751
C22752,8.16,2023-12-02,Buyer_21752
C22753,17.19,2022-03-07,Buyer_21753
C22754,4.89,2022-11-18,Buyer_21754
C22755,45.36,2022-11-28,Buyer_21755
C22756,14.41,2023-11-03,Buyer_21756
C22757,49.85,2023-08-15,Buyer_21757
C22758,26.01,2023-07-15,Buyer_21758
C22759,42.04,2023-08-05,Buyer_21759
C22760,44.32,2022-07-05,Buyer_21760
C22761,24.76,2023-02-26,Buyer_21761
C22762,46.99,2022-02-16,Buyer_21762
C22763,39.52,2022-02-20,Buyer_21763
C22764,27.09,2022-03-31,Buyer_21764
C22765,22.13,2023-11-13,Buyer_21765
C22766,44.94,2022-10-26,Buyer_21766
C22767,10.15,2023-01-28,Buyer_21767
C22768,48.86,2023-10-23,Buyer_21768
C22769,21.96,2022-02-27,Buyer_21769
C22770,6.04,2022-10-09,Buyer_21770
C22771,23.9,2023-03-16,Buyer_21771
C22772,34.44,2023-11-05,Buyer_21772
C22773,2.69,2023-04-29,Buyer_21773
C22774,43.27,2023-10-05,Buyer_21774
C22775,22.93,2023-10-22,Buyer_21775
C22776,13.56,2023-08-07,Buyer_21776
C22777,46.16,2023-08-09,Buyer_21777
C22778,17.29,2022-05-29,Buyer_21778
C22779,37.3,2022-09-23,Buyer_21779
C22780,49.97,2023-08-04,Buyer_21780
C22781,6.36,2023-05-20,Buyer_21781
C22782,2.05,2023-11-17,Buyer_21782
C22783,42.48,2022-06-18,Buyer_21783
C22784,3.4,2023-07-06,Buyer_21784
C22785,12.04,2023-11-22,Buyer_21785
C22786,17.16,2022-07-14,Buyer_21786
C22787,29.18,2022-02-09,Buyer_21787
C22788,32.55,2023-05-22,Buyer_21788
C22789,20.81,2023-04-23,Buyer_21789
C22790,30.55,2022-10-26,Buyer_21790
C22791,9.21,2022-10-24,Buyer_21791
C22792,32.74,2022-10-09,Buyer_21792
C22793,15.62,2023-10-29,Buyer_21793
C22794,9.99,2022-08-06,Buyer_21794
C22795,11.06,2023-12-28,Buyer_21795
C22796,3.77,2022-06-05,Buyer_21796
C22797,24.39,2022-12-29,Buyer_21797
C22798,44.16,2022-08-10,Buyer_21798
C22799,34.74,2022-01-21,Buyer_21799
C22800,3.84,2023-08-09,Buyer_21800
C22801,23.62,2023-01-17,Buyer_21801
C22802,12.8,2023-03-31,Buyer_21802
C22803,26.54,2023-10-25,Buyer_21803
C22804,41.21,2023-10-26,Buyer_21804
C22805,2.39,2023-05-29,Buyer_21805
C22806,40.65,2023-10-23,Buyer_21806
C22807,49.01,2022-05-29,Buyer_21807
C22808,43.28,2022-09-29,Buyer_21808
C22809,6.97,2023-02-26,Buyer_21809
C22810,18.75,2023-08-31,Buyer_21810
C22811,34.2,2023-04-22,Buyer_21811
C22812,38.43,2023-08-17,Buyer_21812
C22813,12.71,2023-07-07,Buyer_21813
C22814,48.63,2022-04-29,Buyer_21814
C22815,7.43,2023-12-08,Buyer_21815
C22816,10.94,2022-10-14,Buyer_21816
C22817,5.93,2023-08-08,Buyer_21817
C22818,3.33,2023-05-26,Buyer_21818
C22819,46.56,2022-08-19,Buyer_21819
C22820,19.89,2022-12-26,Buyer_21820
C22821,10.24,2023-12-31,Buyer_21821
C22822,8.67,2023-02-20,Buyer_21822
C22823,24.42,2023-06-29,Buyer_21823
C22824,18.19,2023-03-19,Buyer_21824
C22825,21.77,2023-10-16,Buyer_21825
C22826,16.61,2023-05-17,Buyer_21826
C22827,11.48,2023-09-18,Buyer_21827
C22828,18.22,2023-02-13,Buyer_21828
C22829,39.78,2023-04-19,Buyer_21829
C22830,10.19,2022-10-27,Buyer_21830
C22831,20.75,2023-10-01,Buyer_21831
C22832,29.88,2023-07-14,Buyer_21832
C22833,6.55,2023-04-16,Buyer_21833
C22834,24.28,2023-01-11,Buyer_21834
C22835,4.73,2022-12-13,Buyer_21835
C22836,27.04,2022-10-04,Buyer_21836
C22837,31.79,2023-07-22,Buyer_21837
C22838,16.08,2022-11-22,Buyer_21838
C22839,10.15,2023-10-28,Buyer_21839
C22840,43.84,2022-04-08,Buyer_21840
C22841,4.41,2022-08-28,Buyer_21841
C22842,32.85,2023-06-21,Buyer_21842
C22843,14.12,2022-03-14,Buyer_21843
C22844,42.17,2022-10-08,Buyer_21844
C22845,45.18,2022-06-03,Buyer_21845
C22846,46.09,2022-12-16,Buyer_21846
C22847,18.99,2022-10-01,Buyer_21847
C22848,22.23,2022-12-24,Buyer_21848
C22849,10.16,2022-05-05,Buyer_21849
C22850,13.43,2023-06-05,Buyer_21850
C22851,31.52,2022-05-15,Buyer_21851
C22852,20.61,2023-03-09,Buyer_21852
C22853,37.52,2023-04-22,Buyer_21853
C22854,26.97,2022-07-23,Buyer_21854
C22855,28.02,2022-08-24,Buyer_21855
C22856,10.89,2023-11-08,Buyer_21856
C22857,22.71,2023-12-11,Buyer_21857
C22858,24.04,2023-03-18,Buyer_21858
C22859,8.66,2023-02-09,Buyer_21859
C22860,31.77,2022-10-29,Buyer_21860
C22861,15.19,2022-02-17,Buyer_21861
C22862,18.01,2022-03-13,Buyer_21862
C22863,40.5,2023-05-04,Buyer_21863
C22864,33.54,2023-10-18,Buyer_21864
C22865,25.78,2023-12-18,Buyer_21865
C22866,40.59,2023-08-18,Buyer_21866
C22867,42.35,2022-08-28,Buyer_21867
C22868,33.31,2023-05-18,Buyer_21868
C22869,42.17,2022-11-26,Buyer_21869
C22870,21.34,2022-11-18,Buyer_21870
C22871,18.14,2022-01-31,Buyer_21871
C22872,20.79,2022-01-14,Buyer_21872
C22873,28.78,2023-05-31,Buyer_21873
C22874,23.74,2023-12-17,Buyer_21874
C22875,5.23,2022-11-23,Buyer_21875
C22876,16.01,2022-09-07,Buyer_21876
C22877,15.19,2022-04-22,Buyer_21877
C22878,26.55,2022-12-02,Buyer_21878
C22879,46.2,2023-02-22,Buyer_21879
C22880,37.13,2022-03-22,Buyer_21880
C22881,16.74,2023-07-11,Buyer_21881
C22882,15.22,2023-10-24,Buyer_21882
C22883,14.72,2023-02-23,Buyer_21883
C22884,15.61,2023-05-04,Buyer_21884
C22885,42.29,2022-12-20,Buyer_21885
C22886,27.72,2022-05-15,Buyer_21886
C22887,9.11,2023-12-23,Buyer_21887
C22888,10.9,2023-12-21,Buyer_21888
C22889,32.63,2022-09-26,Buyer_21889
C22890,34.84,2022-10-26,Buyer_21890
C22891,19.71,2022-04-16,Buyer_21891
C22892,33.09,2022-11-10,Buyer_21892
C22893,35.64,2022-10-13,Buyer_21893
C22894,45.78,2022-10-23,Buyer_21894
C22895,26.72,2022-08-19,Buyer_21895
C22896,26.53,2022-09-06,Buyer_21896
C22897,25.07,2023-05-28,Buyer_21897
C22898,31.06,2022-09-23,Buyer_21898
C22899,25.34,2022-03-03,Buyer_21899
C22900,5.88,2023-05-22,Buyer_21900
C22901,14.89,2023-04-05,Buyer_21901
C22902,21.97,2023-04-16,Buyer_21902
C22903,20.96,2023-02-01,Buyer_21903
C22904,15.3,2023-10-11,Buyer_21904
C22905,13.68,2022-09-09,Buyer_21905
C22906,9.29,2022-08-18,Buyer_21906
C22907,16.12,2022-01-10,Buyer_21907
C22908,9.07,2023-03-15,Buyer_21908
C22909,20.59,2023-12-19,Buyer_21909
C22910,29.58,2023-03-06,Buyer_21910
C22911,2.37,2022-04-24,Buyer_21911
C22912,42.91,2022-10-05,Buyer_21912
C22913,14.3,2023-11-11,Buyer_21913
C22914,34.36,2022-07-18,Buyer_21914
C22915,48.98,2023-01-06,Buyer_21915
C22916,29.33,2022-02-23,Buyer_21916
C22917,13.79,2022-07-11,Buyer_21917
C22918,2.63,2023-01-17,Buyer_21918
C22919,31.77,2022-10-05,Buyer_21919
C22920,8.45,2022-09-26,Buyer_21920
C22921,26.89,2022-12-11,Buyer_21921
C22922,16.35,2022-09-30,Buyer_21922
C22923,42.84,2023-10-02,Buyer_21923
C22924,44.53,2023-11-13,Buyer_21924
C22925,29.3,2022-02-26,Buyer_21925
C22926,39.69,2022-01-15,Buyer_21926
C22927,40.96,2023-03-08,Buyer_21927
C22928,19.37,2023-01-26,Buyer_21928
C22929,22.87,2023-04-16,Buyer_21929
C22930,32.23,2023-12-03,Buyer_21930
C22931,8.42,2022-09-04,Buyer_21931
C22932,24.11,2022-08-08,Buyer_21932
C22933,39.25,2023-11-17,Buyer_21933
C22934,13.35,2023-08-21,Buyer_21934
C22935,25.88,2022-10-25,Buyer_21935
C22936,4.17,2022-12-26,Buyer_21936
C22937,18.73,2022-10-20,Buyer_21937
C22938,10.46,2022-12-25,Buyer_21938
C22939,3.76,2023-09-11,Buyer_21939
C22940,22.49,2023-10-27,Buyer_21940
C22941,30.92,2023-11-25,Buyer_21941
C22942,39.2,2022-12-26,Buyer_21942
C22943,9.85,2022-04-02,Buyer_21943
C22944,22.05,2022-09-30,Buyer_21944
C22945,22.98,2022-11-04,Buyer_21945
C22946,19.37,2023-10-21,Buyer_21946
C22947,23.79,2022-07-12,Buyer_21947
C22948,9.49,2023-04-08,Buyer_21948
C22949,29.67,2023-07-05,Buyer_21949
C22950,30.5,2022-08-06,Buyer_21950
C22951,8.29,2022-11-19,Buyer_21951
C22952,28.71,2023-08-17,Buyer_21952
C22953,33.17,2023-11-22,Buyer_21953
C22954,30.83,2022-11-24,Buyer_21954
C22955,38.65,2022-09-23,Buyer_21955
C22956,16.54,2022-04-30,Buyer_21956
C22957,21.23,2023-04-19,Buyer_21957
C22958,17.1,2022-07-21,Buyer_21958
C22959,20.5,2022-05-18,Buyer_21959
C22960,42.32,2023-04-30,Buyer_21960
C22961,7.31,2022-04-26,Buyer_21961
C22962,27.32,2022-08-19,Buyer_21962
C22963,2.61,2022-08-11,Buyer_21963
C22964,14.45,2023-02-05,Buyer_21964
C22965,47.68,2023-01-16,Buyer_21965
C22966,43.22,2023-07-20,Buyer_21966
C22967,8.47,2022-10-04,Buyer_21967
C22968,30.78,2023-06-18,Buyer_21968
C22969,48.88,2023-08-14,Buyer_21969
C22970,32.94,2023-07-12,Buyer_21970
C22971,36.75,2023-11-29,Buyer_21971
C22972,35.27,2022-06-05,Buyer_21972
C22973,4.31,2023-03-07,Buyer_21973
C22974,24.25,2023-05-07,Buyer_21974
C22975,24.47,2023-12-28,Buyer_21975
C22976,21.75,2023-07-13,Buyer_21976
C22977,26.9,2022-12-24,Buyer_21977
C22978,21.49,2023-04-03,Buyer_21978
C22979,7.39,2023-06-28,Buyer_21979
C22980,37.02,2022-06-22,Buyer_21980
C22981,4.53,2022-06-24,Buyer_21981
C22982,48.41,2023-07-11,Buyer_21982
C22983,44.42,2022-11-21,Buyer_21983
C22984,19.47,2023-10-30,Buyer_21984
C22985,34.98,2022-03-23,Buyer_21985
C22986,13.55,2022-05-31,Buyer_21986
C22987,31.25,2022-12-02,Buyer_21987
C22988,28.95,2022-04-26,Buyer_21988
C22989,44.06,2023-05-19,Buyer_21989
C22990,31.78,2023-07-15,Buyer_21990
C22991,26.1,2023-08-14,Buyer_21991
C22992,23.96,2023-07-09,Buyer_21992
C22993,37.46,2023-05-01,Buyer_21993
C22994,4.54,2023-05-03,Buyer_21994
C22995,42.32,2022-07-31,Buyer_21995
C22996,22.42,2023-10-03,Buyer_21996
C22997,47.41,2023-03-03,Buyer_21997
C22998,14.37,2022-06-29,Buyer_21998
