Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh
C27369,Ford,Seltos,2007,CNG,Automatic,Black,Second,15.94,37.1
C27370,Renault,Seltos,2023,Diesel,Automatic,Red,Third,12.08,43.78
C27371,Mahindra,Swift,2017,Electric,Manual,White,First,13.91,46.78
C27372,Maruti,Ecosport,2023,Electric,Automatic,Red,First,14.01,27.62
C27373,Volkswagen,Innova,2014,Hybrid,Manual,Black,First,18.9,44.92
C27374,Tata,Innova,2012,Electric,Manual,Green,Fourth,19.36,14.38
C27375,Toyota,Polo,2008,Petrol,Manual,Blue,First,13.3,40.79
C27376,Tata,Creta,2021,CNG,Manual,Green,First,21.8,6.78
C27377,Volkswagen,Duster,2009,Diesel,Manual,Blue,Second,24.26,18.76
C27378,Honda,Innova,2008,Hybrid,Automatic,Green,Third,20.38,10.26
C27379,Ford,Creta,2021,Electric,Automatic,Yellow,Third,11.42,40.06
C27380,Renault,Creta,2008,CNG,Manual,Red,Third,12.02,40.11
C27381,Maruti,Ecosport,2007,CNG,Manual,Blue,First,24.2,29.59
C27382,Ford,Seltos,2010,Petrol,Manual,Grey,Third,10.69,23.28
C27383,Ford,Innova,2006,Electric,Automatic,Blue,Second,11.64,39.83
C27384,Tata,Nexon,2024,Diesel,Manual,Grey,Fourth,24.34,42.89
C27385,Honda,Nexon,2021,Hybrid,Automatic,Red,Third,13.07,44.71
C27386,Hyundai,City,2013,Hybrid,Manual,Black,Third,13.59,44.13
C27387,Hyundai,Swift,2019,Diesel,Automatic,Grey,Third,24.09,19.43
C27388,Ford,City,2023,CNG,Manual,Black,First,15.31,16.32
C27389,Hyundai,Swift,2006,Diesel,Automatic,Black,Second,23.93,33.35
C27390,Kia,Innova,2016,Petrol,Manual,Blue,Third,17.13,40.98
C27391,Tata,Polo,2010,Petrol,Manual,Green,Fourth,24.4,10.81
C27392,Hyundai,XUV500,2021,Hybrid,Manual,Yellow,First,15.79,12.83
C27393,Maruti,Polo,2016,Diesel,Automatic,Grey,Fourth,14.26,15.27
C27394,Hyundai,Duster,2020,Hybrid,Automatic,Yellow,Second,16.69,17.28
C27395,Toyota,Innova,2013,Electric,Automatic,Yellow,Second,22.79,43.41
C27396,Mahindra,City,2020,CNG,Manual,Yellow,First,10.84,26.6
C27397,Ford,XUV500,2024,Petrol,Manual,Black,Second,22.69,23.78
C27398,Toyota,Ecosport,2020,Electric,Manual,White,First,20.56,24.03
C27399,Honda,City,2020,Diesel,Automatic,Red,Second,24.02,32.25
C27400,Tata,Duster,2023,Diesel,Automatic,Blue,Third,11.16,24.24
C27401,Volkswagen,Innova,2009,Petrol,Automatic,Black,Third,24.92,6.84
C27402,Volkswagen,Ecosport,2015,CNG,Manual,Yellow,Fourth,15.7,11.31
C27403,Renault,Ecosport,2024,Electric,Manual,Black,Fourth,19.11,10.29
C27404,Hyundai,XUV500,2008,CNG,Automatic,White,Fourth,17.49,31.15
C27405,Toyota,Polo,2006,Diesel,Manual,Grey,Second,12.38,47.84
C27406,Honda,Swift,2007,CNG,Automatic,Grey,Third,15.45,14.86
C27407,Honda,XUV500,2024,Diesel,Automatic,Black,Fourth,21.33,29.41
C27408,Volkswagen,Polo,2019,CNG,Manual,Grey,First,16.84,13.25
C27409,Maruti,XUV500,2014,Hybrid,Manual,White,Third,24.25,26.38
C27410,Renault,Seltos,2013,Petrol,Manual,Yellow,Second,13.17,11.79
C27411,Kia,Creta,2010,Electric,Manual,Silver,Fourth,24.94,5.96
C27412,Toyota,Innova,2021,Diesel,Automatic,Silver,Fourth,16.4,15.29
C27413,Maruti,Ecosport,2024,Electric,Manual,Red,Third,16.83,4.6
C27414,Honda,Creta,2014,Hybrid,Automatic,Blue,Second,11.38,7.73
C27415,Mahindra,Seltos,2021,Hybrid,Manual,Black,Fourth,10.11,7.87
C27416,Honda,Nexon,2022,Hybrid,Automatic,Red,Third,17.92,39.52
C27417,Volkswagen,Seltos,2007,Petrol,Automatic,Grey,First,24.01,5.8
C27418,Hyundai,Duster,2020,Diesel,Manual,Silver,Second,10.33,40.07
C27419,Toyota,Creta,2016,Electric,Manual,Blue,Second,10.14,31.28
C27420,Mahindra,Polo,2023,CNG,Manual,White,Third,11.71,14.91
C27421,Honda,Duster,2021,Diesel,Automatic,Red,Fourth,11.9,35.68
C27422,Hyundai,Ecosport,2022,Petrol,Manual,Yellow,Second,13.59,41.07
C27423,Ford,Duster,2005,Petrol,Manual,Green,First,18.44,4.16
C27424,Volkswagen,Swift,2010,Diesel,Manual,Yellow,Third,23.17,27.95
C27425,Renault,XUV500,2023,Electric,Manual,Red,Fourth,14.75,3.07
C27426,Kia,Swift,2022,Hybrid,Manual,Green,Second,19.22,8.79
C27427,Ford,Seltos,2015,Petrol,Automatic,Grey,First,17.16,37.63
C27428,Hyundai,Duster,2024,Hybrid,Manual,White,Second,19.77,34.34
C27429,Honda,Polo,2018,CNG,Manual,White,Fourth,23.36,15.44
C27430,Ford,Duster,2018,Hybrid,Automatic,Red,Fourth,19.63,39.37
C27431,Honda,Polo,2005,Diesel,Automatic,Yellow,Third,10.31,6.38
C27432,Maruti,Duster,2007,Hybrid,Manual,Black,First,13.94,44.9
C27433,Hyundai,Seltos,2017,CNG,Automatic,Black,Third,14.87,11.49
C27434,Mahindra,Creta,2011,Hybrid,Automatic,Green,Second,16.58,29.29
C27435,Maruti,Creta,2011,Petrol,Manual,Blue,Third,18.34,45.89
C27436,Renault,Creta,2019,Hybrid,Automatic,Silver,Fourth,11.4,19.49
C27437,Hyundai,Creta,2018,Electric,Automatic,Blue,Fourth,18.08,14.83
C27438,Tata,Duster,2017,Electric,Automatic,Green,Second,20.56,14.32
C27439,Toyota,Nexon,2018,Hybrid,Automatic,Yellow,First,20.12,22.17
C27440,Volkswagen,XUV500,2008,Diesel,Automatic,Yellow,Third,17.09,21.89
C27441,Kia,Creta,2011,CNG,Manual,Red,Fourth,22.96,33.41
C27442,Honda,Ecosport,2009,Electric,Automatic,Red,Fourth,14.33,40.62
C27443,Honda,Innova,2021,Petrol,Automatic,Silver,Second,16.33,26.48
C27444,Renault,Swift,2007,Hybrid,Automatic,Yellow,Second,11.26,3.55
C27445,Renault,Ecosport,2023,Diesel,Manual,White,Fourth,10.39,40.05
C27446,Hyundai,Innova,2019,Hybrid,Manual,Yellow,Third,11.1,18.3
C27447,Hyundai,Ecosport,2006,Diesel,Manual,Green,Fourth,10.64,42.9
C27448,Renault,XUV500,2023,Diesel,Automatic,Grey,Second,16.07,31.23
C27449,Ford,Seltos,2016,Electric,Manual,Red,First,19.04,8.16
C27450,Renault,Seltos,2024,Electric,Automatic,Yellow,Third,10.15,21.85
C27451,Maruti,Polo,2019,CNG,Automatic,White,Third,14.67,44.7
C27452,Mahindra,Duster,2005,Diesel,Automatic,Yellow,First,12.42,39.65
C27453,Renault,Nexon,2022,Electric,Automatic,White,Second,17.45,36.49
C27454,Ford,Swift,2008,Diesel,Automatic,Silver,Fourth,24.64,25.87
C27455,Toyota,Ecosport,2006,Hybrid,Automatic,Black,First,21.68,40.21
C27456,Maruti,Seltos,2017,Hybrid,Manual,Green,First,10.5,17.98
C27457,Honda,Innova,2007,Hybrid,Manual,Silver,Third,22.8,4.41
C27458,Tata,Nexon,2018,Hybrid,Manual,Blue,Second,24.69,42.94
C27459,Tata,Innova,2007,CNG,Manual,Silver,Second,13.86,39.51
C27460,Ford,Seltos,2021,Petrol,Automatic,Silver,Second,22.55,21.19
C27461,Hyundai,Polo,2005,CNG,Automatic,Green,Third,21.86,25.26
C27462,Renault,Creta,2011,Diesel,Manual,Yellow,Third,17.06,35.22
C27463,Toyota,Innova,2021,Petrol,Manual,Yellow,Third,23.38,9.43
C27464,Ford,Ecosport,2010,Petrol,Automatic,Yellow,Third,17.53,48.57
C27465,Tata,Innova,2019,Hybrid,Automatic,Grey,Third,21.67,10.14
C27466,Maruti,Swift,2015,Hybrid,Manual,Yellow,Fourth,18.87,46.14
C27467,Hyundai,Ecosport,2007,Electric,Manual,Yellow,Fourth,15.94,23.81
C27468,Renault,Polo,2006,Petrol,Manual,Blue,Third,17.94,45.32
C27469,Renault,Ecosport,2008,Petrol,Automatic,Green,Second,24.85,33.43
C27470,Tata,Swift,2009,Petrol,Manual,Silver,Second,13.78,6.4
C27471,Ford,XUV500,2007,Hybrid,Automatic,Green,Third,14.89,12.49
C27472,Renault,Nexon,2010,Diesel,Manual,White,Second,24.57,42.56
C27473,Ford,Duster,2022,Electric,Manual,Yellow,Third,19.23,32.25
C27474,Honda,Innova,2024,Diesel,Automatic,Red,Second,15.85,25.71
C27475,Mahindra,Duster,2014,Diesel,Manual,Green,Third,24.98,18.21
C27476,Mahindra,Ecosport,2008,Petrol,Manual,White,First,15.77,28.31
C27477,Renault,Nexon,2005,CNG,Automatic,Green,Fourth,14.25,39.1
C27478,Tata,City,2012,Hybrid,Manual,Blue,Third,18.14,18.73
C27479,Renault,Creta,2011,Electric,Automatic,Silver,First,22.02,27.16
C27480,Hyundai,Seltos,2006,Petrol,Manual,Silver,Third,17.96,49.49
C27481,Mahindra,XUV500,2011,Electric,Manual,Silver,First,18.96,19.44
C27482,Ford,Polo,2015,CNG,Manual,Grey,Third,22.76,18.19
C27483,Hyundai,XUV500,2017,Electric,Automatic,Silver,Second,20.19,34.72
C27484,Volkswagen,Polo,2007,Hybrid,Automatic,Blue,Fourth,20.77,11.46
C27485,Renault,Ecosport,2021,Petrol,Automatic,Black,Fourth,18.59,34.34
C27486,Tata,XUV500,2011,Petrol,Automatic,Grey,Third,11.45,20.65
C27487,Kia,Nexon,2013,Diesel,Manual,Yellow,Fourth,18.17,8.28
C27488,Maruti,Nexon,2009,Electric,Automatic,Grey,First,21.51,49.79
C27489,Ford,Innova,2018,CNG,Automatic,Silver,Fourth,13.92,8.39
C27490,Renault,Creta,2016,Electric,Manual,Green,Third,16.31,25.98
C27491,Renault,Duster,2009,Electric,Manual,Green,First,17.62,40.02
C27492,Honda,Duster,2012,Electric,Automatic,White,Third,11.67,14.31
C27493,Maruti,Polo,2023,Diesel,Automatic,Black,Third,20.59,46.84
C27494,Volkswagen,Creta,2010,Electric,Automatic,Grey,Second,19.07,28.22
C27495,Mahindra,Nexon,2019,Petrol,Automatic,Grey,Fourth,13,6.98
C27496,Kia,Duster,2007,Petrol,Automatic,White,Third,13.59,38.51
C27497,Hyundai,Duster,2017,Hybrid,Automatic,Black,First,19.32,20.39
C27498,Toyota,Swift,2016,CNG,Manual,Red,Second,18.92,12.45
C27499,Tata,XUV500,2015,Hybrid,Automatic,Green,Fourth,13.66,23.76
C27500,Toyota,XUV500,2017,Hybrid,Manual,Green,First,12.6,23.37
C27501,Toyota,City,2020,Electric,Automatic,Yellow,Third,16.06,12.41
C27502,Renault,Duster,2011,Electric,Manual,Grey,Fourth,23.31,36.08
C27503,Ford,Polo,2010,Diesel,Automatic,Green,First,20.25,23.18
C27504,Maruti,Swift,2015,CNG,Manual,Green,Third,11.84,39.96
C27505,Renault,Swift,2010,Hybrid,Manual,Blue,Third,18.55,31.45
C27506,Toyota,XUV500,2018,Diesel,Automatic,Grey,Fourth,24.33,35.29
C27507,Ford,Nexon,2015,CNG,Manual,White,Third,10.66,7.95
C27508,Ford,Seltos,2022,Electric,Manual,White,Fourth,10.24,7.57
C27509,Kia,Duster,2016,CNG,Automatic,Yellow,Fourth,11.85,44.25
C27510,Ford,XUV500,2005,Hybrid,Manual,Silver,Fourth,20.22,12.59
C27511,Honda,Nexon,2011,Diesel,Automatic,Yellow,Third,19.98,41.65
C27512,Tata,Ecosport,2012,CNG,Manual,Red,Third,19.41,33.5
C27513,Toyota,Seltos,2011,Diesel,Manual,Silver,Second,14.6,33.06
C27514,Maruti,Duster,2013,Diesel,Manual,Green,Fourth,21.2,26.42
C27515,Maruti,Swift,2009,Petrol,Manual,Black,Third,22.53,48.26
C27516,Toyota,Creta,2007,CNG,Manual,Red,Fourth,19.31,11.72
C27517,Tata,Ecosport,2010,Diesel,Automatic,Grey,Fourth,23.91,25.7
C27518,Tata,Polo,2006,Diesel,Automatic,Blue,First,20.68,4.81
C27519,Maruti,Innova,2005,CNG,Manual,Green,Fourth,22.24,16.75
C27520,Maruti,Nexon,2007,Petrol,Manual,Silver,Second,10.02,12.27
C27521,Renault,Polo,2011,CNG,Manual,Blue,Fourth,14.19,6.44
C27522,Kia,Innova,2015,Diesel,Manual,Black,Fourth,21.72,18.75
C27523,Ford,Seltos,2007,Petrol,Automatic,Green,Third,24.09,35.85
C27524,Renault,Innova,2020,CNG,Automatic,Blue,First,22.12,44.9
C27525,Maruti,Creta,2012,Hybrid,Manual,Silver,Second,14.49,5.06
C27526,Tata,XUV500,2021,Petrol,Manual,Red,First,11.37,19.26
C27527,Toyota,XUV500,2011,Hybrid,Manual,Black,First,13.42,10.12
C27528,Hyundai,Duster,2007,Hybrid,Automatic,Silver,Third,18.71,13.8
C27529,Renault,City,2012,Electric,Automatic,Yellow,Third,15.22,20.29
C27530,Ford,Polo,2013,CNG,Automatic,Red,Second,11.39,12.28
C27531,Maruti,Duster,2016,CNG,Automatic,Grey,First,15.05,45.68
C27532,Tata,Ecosport,2024,Electric,Automatic,Black,First,18.96,17.04
C27533,Mahindra,Seltos,2005,Hybrid,Automatic,Green,Fourth,13.17,48.72
C27534,Honda,City,2022,Petrol,Automatic,Silver,Second,22.56,40.64
C27535,Tata,XUV500,2023,Hybrid,Manual,Blue,Second,23.13,44.42
C27536,Toyota,City,2008,Electric,Automatic,White,Fourth,17.91,37.4
C27537,Tata,Seltos,2023,Petrol,Manual,Red,Fourth,11.21,27.67
C27538,Maruti,Ecosport,2010,Petrol,Automatic,Silver,Fourth,21.24,10.03
C27539,Maruti,Polo,2022,Hybrid,Automatic,White,First,16.94,12.49
C27540,Volkswagen,Polo,2015,Electric,Automatic,Green,First,24.54,34.4
C27541,Kia,Innova,2012,CNG,Manual,Silver,Fourth,23.62,38.82
C27542,Maruti,Swift,2020,CNG,Manual,Blue,Fourth,13.31,31.77
C27543,Honda,Polo,2021,Hybrid,Automatic,Silver,Fourth,13.89,30.01
C27544,Tata,Duster,2012,CNG,Automatic,Silver,Second,10.32,5.63
C27545,Kia,Swift,2007,CNG,Manual,Green,First,12.28,22.79
C27546,Renault,Seltos,2009,Hybrid,Automatic,Black,Fourth,13.98,25.17
C27547,Maruti,Swift,2011,Electric,Automatic,Grey,Fourth,11.18,23.25
C27548,Mahindra,Ecosport,2013,CNG,Manual,White,Second,14.07,42.38
C27549,Mahindra,Seltos,2023,Hybrid,Automatic,Grey,First,17.1,43.85
C27550,Volkswagen,Polo,2016,Diesel,Automatic,Black,First,10.23,45.25
C27551,Honda,Swift,2014,Petrol,Automatic,Silver,Fourth,21.75,42.71
C27552,Maruti,City,2016,CNG,Automatic,Grey,Fourth,19.31,11.99
C27553,Tata,Duster,2017,Hybrid,Automatic,Yellow,First,23.57,25.46
C27554,Tata,Swift,2023,Diesel,Manual,Green,Third,15.2,35.96
C27555,Kia,Innova,2014,Hybrid,Manual,Red,First,17.37,15.12
C27556,Volkswagen,City,2005,Diesel,Automatic,Red,First,10.68,27.32
C27557,Volkswagen,Innova,2010,Petrol,Manual,Green,Second,10.73,19.58
C27558,Maruti,Swift,2018,CNG,Manual,Red,Third,17.48,16.4
C27559,Honda,Polo,2010,Hybrid,Automatic,Green,First,17.71,6.68
C27560,Kia,Nexon,2024,Electric,Automatic,Blue,Fourth,14.61,7.33
C27561,Tata,City,2019,Electric,Manual,Silver,Second,10.34,35.77
C27562,Renault,Innova,2019,Hybrid,Manual,Red,Third,20.99,9.93
C27563,Maruti,Nexon,2018,Electric,Manual,Blue,Second,12.86,45.63
C27564,Maruti,Nexon,2013,Diesel,Automatic,Black,Third,11.79,47.75
C27565,Ford,City,2016,Diesel,Manual,Silver,Third,12.23,14.05
C27566,Toyota,Creta,2018,CNG,Automatic,Red,Third,10.82,8.26
C27567,Honda,Seltos,2021,Electric,Automatic,Green,Fourth,17.1,31.48
C27568,Ford,Seltos,2007,Electric,Manual,Blue,Fourth,22.34,27.95
C27569,Renault,Polo,2009,Hybrid,Automatic,Silver,First,15.96,34.84
C27570,Honda,Polo,2023,Hybrid,Automatic,Black,Second,23.09,39.75
C27571,Kia,City,2014,Petrol,Manual,White,Second,24.78,3.46
C27572,Maruti,Ecosport,2012,Hybrid,Manual,Black,First,19.98,20.54
C27573,Tata,Polo,2006,Diesel,Automatic,Silver,Third,20.82,40.68
C27574,Volkswagen,Duster,2005,CNG,Manual,Red,Second,23.4,46.36
C27575,Volkswagen,Duster,2014,Petrol,Automatic,Yellow,Third,24.59,39.88
C27576,Maruti,Ecosport,2005,Petrol,Manual,Silver,Third,14.7,28.54
C27577,Ford,Nexon,2010,Petrol,Automatic,Yellow,Fourth,18.13,48.57
C27578,Mahindra,Nexon,2014,CNG,Manual,Grey,Second,16.33,33.85
C27579,Maruti,City,2005,Diesel,Manual,Grey,First,16.23,4.17
C27580,Maruti,Seltos,2013,Petrol,Manual,Blue,Fourth,12.22,9.37
C27581,Honda,Swift,2024,Diesel,Automatic,White,Third,20.03,38.39
C27582,Toyota,Duster,2012,Petrol,Manual,Green,Fourth,14.27,48.83
C27583,Renault,Seltos,2021,Electric,Automatic,Green,Second,23.18,38.13
C27584,Honda,Nexon,2017,Diesel,Manual,Yellow,First,20.2,44.95
C27585,Kia,Creta,2005,Electric,Manual,Silver,Third,14.8,28.24
C27586,Mahindra,Nexon,2011,Diesel,Manual,Blue,Third,21.51,23.95
C27587,Kia,Nexon,2013,CNG,Automatic,Red,Third,16.83,10.07
C27588,Hyundai,XUV500,2019,Diesel,Manual,Yellow,First,23.49,39.53
C27589,Tata,Innova,2017,Petrol,Automatic,Green,Second,10.4,16.54
C27590,Kia,Nexon,2005,Petrol,Manual,Silver,Second,18.56,34.3
C27591,Volkswagen,Swift,2010,Hybrid,Automatic,Black,Fourth,20.09,28.55
C27592,Toyota,XUV500,2022,Electric,Manual,Grey,Second,19.1,16.86
C27593,Mahindra,Duster,2016,Petrol,Manual,Yellow,Third,14.8,25.72
C27594,Honda,Polo,2009,Petrol,Automatic,Blue,Fourth,16.04,18.23
C27595,Kia,Polo,2010,Electric,Manual,Grey,Third,21.75,21.62
C27596,Kia,Swift,2006,Petrol,Manual,Yellow,First,24.44,48.63
C27597,Honda,Seltos,2022,Electric,Manual,Black,Fourth,18.44,4.82
C27598,Tata,Seltos,2019,Diesel,Manual,Red,Third,23.65,42.71
C27599,Renault,Innova,2007,Electric,Automatic,Silver,Second,18.31,10.59
C27600,Honda,Innova,2020,Electric,Automatic,Blue,First,21.72,35.66
C27601,Honda,Nexon,2019,Electric,Manual,White,First,17.93,40.24
C27602,Renault,Ecosport,2021,CNG,Automatic,Yellow,Third,15.21,35.87
C27603,Kia,Polo,2012,CNG,Manual,Silver,Second,10.11,6.56
C27604,Honda,Creta,2017,Electric,Manual,Red,First,17.06,32.51
C27605,Hyundai,Creta,2015,Petrol,Manual,Black,Third,16.97,35
C27606,Renault,City,2024,Electric,Manual,Black,First,10.39,23.11
C27607,Tata,Swift,2007,Electric,Manual,Black,First,11.71,3.76
C27608,Mahindra,XUV500,2012,Electric,Manual,Red,First,19.19,31.21
C27609,Ford,Swift,2009,Petrol,Automatic,Black,Second,24.79,31.7
C27610,Maruti,Swift,2017,Diesel,Automatic,White,Fourth,21.52,26.29
C27611,Kia,City,2007,Electric,Manual,Yellow,Second,22.3,15.12
C27612,Ford,Seltos,2023,CNG,Manual,Black,Fourth,18.57,34.06
C27613,Honda,Ecosport,2007,Petrol,Automatic,Yellow,Second,22.81,39.78
C27614,Maruti,Nexon,2024,Hybrid,Automatic,Green,Third,16.48,30.77
C27615,Toyota,Nexon,2009,Petrol,Manual,Red,Third,18.6,20.01
C27616,Hyundai,Nexon,2018,Hybrid,Automatic,Black,Fourth,24.63,22.31
C27617,Volkswagen,Nexon,2023,Electric,Manual,Blue,Third,12.54,19.17
C27618,Kia,Creta,2023,Hybrid,Manual,Yellow,Fourth,22.55,4.95
C27619,Maruti,Ecosport,2014,Electric,Manual,Red,First,14.51,6.73
C27620,Toyota,XUV500,2022,CNG,Automatic,Green,Third,15.51,33.2
C27621,Mahindra,Polo,2016,Hybrid,Automatic,Green,Third,22.37,46.93
C27622,Tata,Swift,2011,Diesel,Automatic,White,Third,11.07,45.27
C27623,Renault,XUV500,2005,Hybrid,Automatic,Blue,First,16.04,11.88
C27624,Honda,Duster,2008,Hybrid,Automatic,White,Third,10.7,28.87
C27625,Mahindra,Innova,2014,Petrol,Manual,Silver,Second,11.97,23.29
C27626,Renault,Ecosport,2009,Petrol,Manual,Black,Second,17.9,6.68
C27627,Maruti,Nexon,2013,Diesel,Automatic,Red,First,13.29,16.45
C27628,Maruti,Nexon,2011,Electric,Manual,Grey,Third,18.47,10.29
C27629,Honda,City,2007,Petrol,Manual,Red,Fourth,20.07,46.9
C27630,Honda,Nexon,2024,Diesel,Manual,Yellow,Second,15.81,29.15
C27631,Tata,XUV500,2023,Diesel,Manual,Silver,First,21.69,31.59
C27632,Mahindra,Swift,2011,CNG,Automatic,Grey,Third,16.59,49.05
C27633,Tata,Duster,2017,Electric,Manual,Black,First,22.72,9.33
C27634,Tata,Nexon,2022,Diesel,Automatic,Grey,First,15.75,22.91
C27635,Ford,Innova,2008,CNG,Automatic,Yellow,Fourth,14.67,49.95
C27636,Honda,Seltos,2011,CNG,Automatic,White,First,12.5,27.82
C27637,Kia,Seltos,2017,Diesel,Manual,Black,First,19.46,48.13
C27638,Ford,Polo,2007,Electric,Manual,Grey,Third,13.31,20.38
C27639,Toyota,Polo,2012,Electric,Automatic,Blue,Fourth,13.28,20.45
C27640,Kia,Innova,2016,Diesel,Manual,White,Second,21.89,15.3
C27641,Hyundai,Creta,2015,Electric,Automatic,Green,Fourth,14.48,25.87
C27642,Mahindra,Polo,2007,Diesel,Automatic,Grey,Third,22.08,44.51
C27643,Honda,Polo,2019,Hybrid,Automatic,Black,First,15.46,12.86
C27644,Maruti,Seltos,2010,Electric,Manual,Yellow,First,24.62,12.58
C27645,Honda,Duster,2007,Hybrid,Manual,Black,Third,12.46,9.38
C27646,Maruti,Swift,2016,CNG,Automatic,Yellow,Fourth,12.88,29.16
C27647,Ford,Seltos,2021,Diesel,Manual,Blue,First,16.92,17.91
C27648,Maruti,Creta,2022,Diesel,Manual,Silver,Third,13.65,7.61
C27649,Renault,XUV500,2023,CNG,Automatic,Black,First,13.14,12.4
C27650,Renault,Swift,2020,Diesel,Automatic,Black,Third,24.26,39.02
C27651,Volkswagen,Duster,2005,Petrol,Manual,Green,Fourth,18.45,23.27
C27652,Hyundai,Innova,2007,Petrol,Automatic,Red,Fourth,10.83,49.58
C27653,Ford,Polo,2006,Hybrid,Automatic,Yellow,Third,19.98,46.47
C27654,Toyota,Swift,2014,Hybrid,Automatic,Grey,Fourth,12.8,15.58
C27655,Toyota,Ecosport,2013,CNG,Automatic,Silver,Fourth,13.47,8.84
C27656,Honda,Creta,2020,Petrol,Automatic,Blue,Fourth,19.22,36.71
C27657,Volkswagen,Swift,2013,Electric,Automatic,Green,Second,22.08,11.27
C27658,Hyundai,Seltos,2008,CNG,Manual,Yellow,Second,17.9,9.27
C27659,Mahindra,Seltos,2008,Electric,Manual,Red,First,18.05,45.63
C27660,Maruti,City,2008,Petrol,Automatic,Blue,Second,23.46,20.23
C27661,Tata,Polo,2006,Hybrid,Manual,Black,First,21.31,32.35
C27662,Volkswagen,Innova,2007,Electric,Manual,Black,First,15.43,17.69
C27663,Tata,Duster,2024,Hybrid,Manual,Yellow,Second,16.18,44.43
C27664,Hyundai,Swift,2022,Hybrid,Manual,Black,Fourth,12.97,6.96
C27665,Maruti,Ecosport,2010,Petrol,Manual,White,First,24.58,47.18
C27666,Tata,Seltos,2015,Diesel,Manual,Blue,First,14.86,41.28
C27667,Honda,Nexon,2014,Electric,Automatic,White,Second,21.8,49.77
C27668,Maruti,Seltos,2018,Diesel,Manual,Green,Third,15.22,36.03
C27669,Volkswagen,Polo,2020,Petrol,Automatic,White,Second,20.09,34.25
C27670,Kia,Swift,2011,Diesel,Manual,Red,Second,17.21,4.87
C27671,Honda,Seltos,2010,CNG,Automatic,Black,Second,15.8,9.59
C27672,Renault,XUV500,2016,Petrol,Manual,Black,Fourth,21.35,17.7
C27673,Volkswagen,Innova,2016,Diesel,Manual,Grey,Third,11.85,19.27
C27674,Tata,Polo,2021,Hybrid,Automatic,Black,Third,23.94,47.66
C27675,Maruti,Polo,2010,Petrol,Automatic,White,First,16.83,27.46
C27676,Toyota,Ecosport,2005,CNG,Automatic,Red,Second,17.33,23.72
C27677,Hyundai,Ecosport,2015,CNG,Automatic,Silver,Third,19.99,29.7
C27678,Volkswagen,Ecosport,2023,CNG,Automatic,White,Second,11.98,42.12
C27679,Maruti,Seltos,2020,Diesel,Manual,Yellow,Second,16.48,48.22
C27680,Honda,Swift,2008,Diesel,Automatic,White,Second,24.17,31.02
C27681,Toyota,Ecosport,2013,Petrol,Manual,Blue,Third,20.91,30.51
C27682,Ford,Seltos,2015,Electric,Automatic,Yellow,Fourth,11.6,31.02
C27683,Honda,Ecosport,2020,Hybrid,Manual,Grey,Third,18.12,43.72
C27684,Honda,XUV500,2020,Electric,Automatic,Silver,First,14.67,46.05
C27685,Volkswagen,Polo,2006,Diesel,Manual,Grey,Fourth,19.88,5.2
C27686,Mahindra,XUV500,2007,Petrol,Manual,Green,Third,12.2,36.51
C27687,Volkswagen,Polo,2012,Diesel,Manual,Black,Fourth,21.99,46.55
C27688,Honda,Ecosport,2014,Hybrid,Automatic,Green,Second,18.52,38.46
C27689,Honda,Nexon,2016,CNG,Automatic,Red,Fourth,19.4,34.46
C27690,Volkswagen,Seltos,2020,Hybrid,Automatic,White,First,16.89,35.27
C27691,Toyota,City,2014,Diesel,Manual,Blue,Third,14.35,41.31
C27692,Volkswagen,Creta,2005,Hybrid,Automatic,Black,Fourth,18.26,46.28
C27693,Renault,Duster,2022,Electric,Manual,Blue,Second,21.68,16.23
C27694,Renault,Seltos,2019,Hybrid,Manual,Red,Fourth,10.01,49.81
C27695,Ford,Polo,2015,CNG,Automatic,Grey,Third,19.7,41.74
C27696,Toyota,Innova,2017,Petrol,Manual,Silver,Fourth,11.78,11.46
C27697,Toyota,Polo,2016,Hybrid,Automatic,Red,Third,10.68,7.98
C27698,Hyundai,Ecosport,2018,CNG,Automatic,Black,Third,21.49,41.82
C27699,Mahindra,Nexon,2009,Hybrid,Manual,White,Fourth,21.04,37.07
C27700,Ford,Swift,2023,Diesel,Automatic,Red,First,16.44,42.54
C27701,Maruti,Nexon,2007,Petrol,Manual,Red,Second,19.79,40.9
C27702,Renault,Swift,2017,CNG,Manual,Silver,First,17.56,17.39
C27703,Volkswagen,Nexon,2005,Hybrid,Manual,Black,Fourth,11.63,34.33
C27704,Kia,Innova,2010,Electric,Automatic,Yellow,Second,24.34,13.7
C27705,Renault,Seltos,2021,CNG,Automatic,Silver,Second,15.35,28.48
C27706,Volkswagen,Seltos,2012,Diesel,Manual,Green,Second,19.88,25.38
C27707,Toyota,Innova,2016,Electric,Manual,Black,Second,16.57,5.33
C27708,Hyundai,Swift,2022,Hybrid,Manual,Black,Fourth,13.66,30.22
C27709,Volkswagen,Duster,2017,Electric,Manual,Green,Second,20.05,27.85
C27710,Maruti,City,2010,Diesel,Manual,White,Fourth,12.75,3.51
C27711,Tata,Polo,2022,Electric,Manual,Black,Fourth,24.94,29.67
C27712,Maruti,Innova,2021,Electric,Automatic,Green,Fourth,21.72,9.59
C27713,Ford,Ecosport,2005,CNG,Automatic,White,Fourth,21.53,47.77
